,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
github/JamesPaynter/PyGRB,-2.1467936,2.108094,-2.6661046,-1.5184859,-5.3527994,1.5539722,-2.3052819,1.8381402,-3.5105853,2.507744,-0.9733736,-1.7142483,5.363537,2.5133703,-1.9940103,2.9485855,-6.7263317,-0.34469768,-3.156184,-4.471385,2.015964,5.9833035,-0.19370669,0.90203905,-3.2342765,-2.5070639,2.0397258,2.0453446,1.9418949,-2.8398297,0.2384967,3.2305138,-3.5697267,0.6483795,5.4508295,2.6390047,2.1388156,-0.85033435,0.430946,-4.406711,-0.4159669,2.1520586,-0.53035307,2.2077873,-5.215376,3.1158702,0.28381276,-0.70031667,0.050766554,-0.39488724
github/marieBvr/virAnnot,-1.546532,-4.3720374,3.490896,7.6344643,-0.82311577,-0.2803631,1.7987009,3.091601,-4.725811,9.554615,0.06469911,3.773739,4.9517717,-1.3844569,3.748241,1.2021116,-0.22121596,-4.9124618,-1.0048902,-0.0062834444,-1.8246789,5.354816,2.0787723,0.40972432,-1.0547338,-2.9821787,-2.460494,-4.224314,0.96263164,-0.45649734,-3.7322285,-3.3448899,-3.5057292,-1.1643713,-1.9333682,-0.6538138,-3.764114,0.11640578,1.5348791,-0.9138485,2.1691391,-3.1575663,-0.94397944,-2.2678103,-1.4737389,2.8951347,2.6626666,1.6728029,2.6798842,0.8898065
github/savage13/sacio,0.3487104,-3.6750524,-0.07741834,-1.7988977,1.0123423,2.2336564,1.2259895,-4.9042425,-0.48458028,0.8689561,0.82676756,-0.37458026,0.16878185,1.6149911,-2.4722195,3.2096484,-3.8613198,1.2201614,-0.0055152904,-0.5895896,-3.6962276,-0.91536444,-1.4104897,-1.221464,0.19415702,1.4210786,-4.3974237,0.76829743,-0.37950397,-3.009159,-0.23742226,1.7563587,-3.7067087,-1.3125724,2.7722316,-0.7685688,1.0609831,-1.5905505,1.5404575,-2.4955668,-3.8274305,0.47450966,-1.6661805,1.0747579,-3.4089537,0.0679244,-1.7679178,1.4176584,2.8790154,0.41034424
github/LSARP/ProteomicsQC,-0.3963226,-0.3503232,3.0198047,4.8472323,2.5689547,0.83517873,1.0149375,3.2501996,-0.8703126,3.073804,1.5290976,-0.72842515,2.145883,-3.289629,-1.0305178,1.0233563,-3.707877,-3.2432761,1.1347952,-0.1378768,-0.29909053,-2.2522936,-1.2854125,-4.4669166,2.999096,0.7366142,0.25372994,-1.8544531,0.52096826,-2.9113271,-1.570525,1.848216,-0.41215277,-2.106283,0.35768306,-1.8344616,-0.0054029264,0.6675146,6.018503,-1.4767072,-0.9782508,-2.6973224,3.56482,-4.017825,3.2211256,2.1901693,4.00934,-1.2275187,4.418788,0.7862594
github/akcochrane/TEfits,-1.7675602,5.755888,-7.8168063,-3.599431,-1.7593534,9.640161,-0.29662323,5.261697,0.73596996,-3.6295345,0.16755398,0.42875066,-2.2508228,2.2894366,-6.893749,-0.44914123,7.555594e-05,1.7357863,3.486813,-3.5166137,-6.1520104,3.4035602,0.72105885,-1.3070488,-4.433941,0.19629869,2.8486447,-5.2032304,-1.5391124,-6.3668866,3.072424,4.128117,2.2704294,-3.9495344,2.3477843,-2.7375534,4.081654,2.5363123,-0.082329854,3.0739257,-1.3450965,0.045721225,-5.6811905,2.147879,2.8593698,-0.25313798,3.0718677,-1.5560901,3.3670225,-1.5190734
github/neuroanatomy/reorient,2.1197007,-2.4589708,2.0991304,1.4721793,1.7141776,1.817424,1.2237146,0.44458392,0.5376597,-1.2097242,2.2436635,-0.97593254,-0.8690947,1.5970888,-2.2857878,-0.44256786,0.93623346,1.0008206,0.673986,-1.99833,2.110913,-3.4214895,-2.1869142,-1.5329193,-0.05771445,-1.5948956,-0.50194305,-1.1881639,3.928943,-0.91096365,-0.59732014,3.7176578,-0.096017934,-4.635631,1.3746003,1.0456874,-2.0835056,-0.8842186,-0.27952653,-1.8570993,-3.43711,-1.3861098,-0.4868368,-3.4027176,-0.39691165,-0.17813763,1.0502847,-0.93631387,1.2294024,-1.5741678
github/matchms/matchms,0.6140933,-6.472234,3.335706,-0.5450873,2.029498,-2.13459,-0.9225335,2.2658575,-1.4737478,4.3411393,7.821332,-0.35938945,1.2280469,-0.5605132,-2.0022373,2.0951672,-0.74987644,2.219558,-3.9336188,-1.2077198,2.3274727,1.6487423,-2.7887225,-6.107486,-0.56384206,-2.7141874,-1.3106945,0.09781127,0.96852535,-2.9348888,-0.82750016,-1.1654829,-1.579579,0.09149267,-1.0484332,-0.26772058,-3.1735866,2.3803518,7.8643723,0.90409756,-0.8633244,0.8835924,0.5130932,-0.013872537,-2.7696385,2.682099,-0.46520415,-4.0886626,-0.96508104,1.7787757
github/matchms/ms2deepscore,1.7678182,-3.719903,-0.19536753,0.027017107,1.5655854,0.224238,0.3489853,1.671525,-0.74489737,2.8474522,3.550361,2.2934017,1.7212478,0.95575124,-1.3659595,0.6224386,0.052637145,6.6225657,-0.50314873,-1.3810542,2.8545399,0.6310323,-1.6284027,-4.3600597,-0.5073577,-5.2716346,0.55156755,1.3896657,1.2907865,-1.5289023,-0.5539674,-1.011307,0.33247593,0.6537141,-0.86643595,1.3057247,1.2526298,-0.54646057,-0.17472152,3.0456157,-1.85057,0.85354704,-0.9054793,3.1436477,-1.4437635,5.365882,2.4845068,-4.572774,3.024677,-0.1830818
github/kendomaniac/docker4seq,-7.210767,0.6883034,1.6376048,5.7228465,-4.090085,-2.6688209,3.454847,7.8695197,-3.3784616,7.7168536,5.951588,6.2753134,-1.0028777,-7.546298,-1.5667485,-0.674641,2.2106736,3.7259405,1.146652,2.1330485,1.302695,2.8325865,-1.5151763,-0.8785321,-0.004471558,-3.4481723,2.1818893,-3.855734,-5.717467,-6.9922485,-4.105488,-2.2028332,-4.177801,-4.511958,-4.403965,-2.086836,-8.090388,3.4608564,1.2052374,-1.5035614,-2.422422,-2.0957189,2.9393983,-8.617139,-3.0738835,3.4883235,3.8393395,6.20834,6.9773836,1.6136223
github/kendomaniac/rCASC,-7.8513474,6.408745,-0.5181642,1.5284723,2.6489286,-4.417767,4.0949116,5.9763374,-0.49574226,6.077368,-1.1208936,11.127595,0.5379158,-0.5959234,0.42915118,-3.0633104,5.6931314,5.7936196,-0.63634753,2.092747,2.540289,0.1405992,-1.156523,0.28503966,1.8244745,-4.2540536,-2.686198,-8.876631,-6.7281947,-5.1112046,-4.2296934,-3.616397,-3.1487553,-5.1019764,-4.2490497,5.3099494,-7.417183,-0.5909968,2.2371442,1.352455,-5.287296,-1.0955721,0.5301475,-7.509071,-5.7652845,-0.61359787,2.464622,0.35149658,0.89041233,0.6858073
github/cupy/cupy,-1.6125106,-1.349816,-3.036174,0.6898252,2.9059443,0.6613288,3.9765952,3.960471,-0.560778,-2.7386227,1.0747089,-0.35981607,-3.5108752,-0.53207606,0.925486,-0.9330734,-0.61302716,-6.8797765,2.318104,-0.4939695,-0.49981773,-0.79811424,-0.9529448,-6.1598225,0.8474099,4.245837,2.5709543,3.4448977,-0.2493694,1.4719827,-0.66327053,-1.7577314,-5.686577,-1.3169044,6.8105702,7.9461656,1.4509656,-1.259202,7.48851,-1.4991357,-2.4672441,5.8332696,-5.2688766,-0.065441616,0.149021,0.04587665,-1.8368257,5.784314,2.9998183,-4.8054605
github/agombolay/ribose-map,-3.9972365,-2.3011246,-0.037481297,2.3833563,-0.02421143,0.84489554,0.094023116,-0.18774475,-2.9264474,3.3400176,0.5543995,0.7860741,0.14727859,0.86183274,1.2392099,-0.5657978,-2.1875732,1.4629016,-3.330071,-1.3694766,0.5392182,-0.18769002,0.26707184,0.60438776,0.084899224,-1.2537317,0.57422924,0.97569025,1.1606619,-2.028574,-2.5987706,-1.0356127,-1.8135558,-3.6201777,0.86018455,-0.31881875,-3.2062309,-1.8286344,-0.49753085,0.035882194,-0.20697258,0.2925422,-0.77870786,-1.7723962,0.7443457,1.8067431,2.9112537,-1.3692608,0.08403059,2.0168478
github/qpv-research-group/solcore5,-0.23829271,-1.6971844,3.2006822,5.2906713,-3.7716963,-3.4215808,-5.836418,-0.8178645,2.4141648,4.8785677,-2.035545,0.11551181,2.6820853,0.541705,-0.5354545,0.6497515,4.7271404,0.85409784,-6.4198713,-9.812314,0.791439,0.42485717,-2.674357,-0.23118654,-1.9342189,-1.5116729,1.8820786,1.2263466,-3.6545515,-2.3571527,4.1100917,3.854951,-3.5216255,-0.10787293,2.873903,1.97904,-0.26125035,-0.4734362,3.505346,-4.6533866,-1.6890616,1.0141776,0.28412074,-0.6945442,-1.6622844,0.973015,-8.331632,2.0751522,1.9053761,-1.4525996
github/smog-server/OpenSMOG,-1.6307838,-1.0104204,0.24999854,1.8021204,2.2285502,-1.1352141,-1.7534682,-1.123055,-0.89910793,4.036226,1.3139061,-0.6461741,1.3872027,1.2542135,-2.372365,-2.1399286,1.7460515,1.6422372,-0.53134006,-3.96925,-0.47495857,2.0913723,-0.6157537,1.745576,0.24827185,-4.742342,-3.2428868,0.99086416,3.6386428,-0.4873535,2.3695164,-0.22388549,0.38417065,-2.8903084,2.3101056,-1.0948414,-1.5076938,-3.5208652,1.7519431,1.4583726,-3.8602905,1.0687654,-1.0046604,1.5298048,-1.8124403,6.24802,-0.9191878,1.9291091,2.221332,-0.29476964
github/ADAH-EviDENce/evidence,1.0053605,-3.300559,3.9904985,-5.1463814,3.821192,-2.8102765,2.6503398,1.0430952,0.73539793,2.3843825,-2.9296749,4.2701797,5.152097,-2.3804073,-1.9459004,-5.1332455,-2.5816526,-1.6600899,1.6438794,1.0054624,3.0486932,2.828634,-1.8731157,-5.457805,0.9392264,-0.9888016,-2.167454,-2.021083,2.2041843,2.5119777,0.25252846,0.9526722,-1.5927707,-4.0350227,-0.31901765,-1.7265556,-2.993497,-3.1507175,-0.4266986,2.2651143,-0.12531228,1.0860721,1.722336,0.48816672,-4.3006015,3.1060727,-2.0472536,-2.6891963,4.3130994,-0.94135046
github/berenslab/MorphoPy,0.5292945,-1.9090148,0.5022337,-0.70867836,-1.0179297,0.5856666,0.96890587,-0.048163496,0.05758523,-0.39640167,0.49179092,2.518635,3.5588558,4.329091,4.7758594,-0.5470513,0.6262947,2.877857,-3.372341,-3.3530965,2.2957237,-4.83839,-2.4021776,0.0018417138,-1.9136158,0.37049553,-2.2620785,-0.8371749,1.7675014,-0.27527687,-2.299564,-1.3273919,-0.42501184,3.4462776,2.8351977,1.2710874,1.6198374,-1.3521664,1.5481547,-2.529792,0.61298144,-0.9457599,-4.561644,-1.2385803,-0.7634895,1.0983031,3.0072186,0.5428554,2.5604053,1.552732
github/BackofenLab/StoatyDive,-3.4601734,-1.4058352,-1.0164229,2.9871185,-3.5717146,3.2594733,1.1149913,4.5653377,1.7522492,4.32695,0.114963934,0.4559445,-2.6469715,-0.8831952,3.6703691,-2.393327,-1.1804552,3.6690903,-2.4467225,-2.833206,1.099044,2.6364279,1.9822137,-3.2123513,0.95865005,0.19650936,-5.5969944,-4.696316,2.0518649,-4.314726,-3.8436537,2.1955912,0.83181304,-3.930461,1.5780857,4.273855,-1.6923133,-0.38283986,-0.69692117,4.72203,-2.1555912,0.52814656,-1.473093,-2.4810343,0.16827273,2.5176876,5.152279,-1.9153608,-0.696614,-0.6367929
github/jbytecode/LinRegOutliers,-1.6185973,0.19126193,-1.320161,0.80284286,-1.3488348,1.5628663,-1.1765591,-1.7369361,-0.5488928,-5.0198607,-0.4264113,5.303466,3.3539047,1.3828478,-5.468195,-0.46340603,-2.0165715,0.45487395,3.8006637,-3.246623,-0.9778664,0.47710457,0.23960023,-3.1108682,-1.018456,-0.2689398,-6.539601,-2.5423148,0.89320993,-1.9284903,1.497713,0.38626012,-0.96091145,-2.4659593,4.9285297,4.742358,3.7827835,2.1077182,-0.6675996,5.796008,-1.9468898,-1.5358223,-1.7887564,2.4127033,-3.1939511,-0.21925274,4.4244013,1.9462868,-0.07501676,1.1553907
github/jbytecode/JMcDM,0.72791654,2.0661345,-1.9861852,0.71071994,1.0394846,1.5720483,-2.0900614,-3.455346,-0.46466854,-0.408476,-0.07214288,6.195041,2.3505194,2.0356395,-0.21958119,2.7333906,6.187936,-1.1934773,1.1666753,-1.7644761,-0.87429464,3.0880966,1.3226126,-1.465716,-1.064423,0.59912044,-4.17338,-0.6288381,1.859658,-0.09979856,1.1937106,3.1968772,-1.4343145,-1.1718466,1.9370391,0.6512988,3.7223754,4.08503,3.930939,0.7704741,-1.9550143,-0.9894225,-1.235678,2.4617467,-6.1263523,-1.0908835,1.2340584,-0.6888045,3.3317397,1.6889547
github/mjoppich/bioGUItools,-0.39747342,-1.0032022,0.09389539,-0.28646946,-0.0058064163,0.79338187,0.44313344,0.65305346,-0.86533016,2.0691226,1.4025158,-0.5285579,3.1617486,1.2108859,0.38369587,-0.5917386,0.17157495,-0.41333163,-1.1620628,-1.0531923,-1.4336128,-0.80073303,-0.15582491,-2.0208223,-0.5186867,-1.9490886,0.1802087,-1.7621672,-0.06287936,-0.5116632,0.16963999,-0.42237845,-2.0498974,-0.38403618,-0.6206182,-0.003914129,1.1883546,-0.90311813,1.0678505,0.86879355,-1.1838146,0.4612097,-0.37277898,-1.4258559,-0.8030996,0.107002124,0.6067232,-0.2174179,2.1302485,-0.47762978
github/LiberTEM/LiberTEM,0.5983138,0.66296023,0.9865802,2.1359932,0.31357887,-3.0569532,1.1467974,0.72615427,-1.8800882,-0.28995326,0.4774351,0.46330088,0.16536143,0.41018707,1.8087654,-0.8263105,-0.11936915,-3.0430703,-1.1465073,-0.6523058,2.154064,0.48593876,-0.8327041,-6.5094113,0.33639637,3.333425,0.383225,1.1918995,3.081658,-0.06729877,0.5989493,-0.2345022,-4.0451164,-3.44549,2.1315157,5.136306,-1.6001042,-1.373942,2.5165567,-1.6199253,-2.8274183,0.030436216,-2.4875379,-0.22322607,-1.9485576,-1.4527352,-1.2676772,0.4668755,1.0000746,-0.934906
github/malonge/RagTag,-0.30062371,-4.0974636,1.0888721,-1.084379,1.056781,-0.03562867,0.1549825,-0.45231873,-1.7141968,1.1494187,1.8547516,-0.89201516,0.24882768,1.5816073,1.1055855,0.30885345,2.256975,-1.168171,0.16400704,-0.7861777,0.43849292,-1.1555148,0.9917988,-0.32912803,-0.3835341,-0.5105744,0.27597445,-1.6354635,0.5628575,-0.22572602,-0.16198488,0.16364393,-1.5042061,-1.207107,0.39512098,2.1082528,-2.2158914,-0.95698243,1.5951216,-1.080209,0.5205049,-0.74883425,1.228895,1.1038575,1.2211952,2.1462083,0.9766678,0.21639614,1.3430399,-0.31540966
github/jamesrhester/Lerche.jl,-2.491699,-4.439456,-1.4973732,-0.74113005,4.250302,3.6845975,5.5993195,0.3749254,-3.7353349,-1.0588955,-0.23084287,4.4807377,3.5905073,1.8859236,-1.8755131,-2.476101,0.027224118,-13.975149,0.2652944,-2.9662013,-4.086145,1.3950107,0.115172565,-4.238284,-1.7208983,0.5807517,-4.693245,-0.48094466,2.896213,1.3609327,1.1922419,2.811948,-5.901547,-2.0568917,-0.13416646,-3.1469781,1.7696941,1.5881662,6.668099,7.4738493,5.2719827,-0.25281534,-0.93744516,1.8791395,-2.914347,-2.310006,-1.4105316,-1.3527964,1.0056112,0.7987692
github/SchedMD/slurm,-6.1578965,-4.3810143,0.54047674,-4.5498304,-0.5045427,2.5498798,2.7931097,0.5449891,-1.2716209,5.1352277,0.77802175,-3.1105335,6.1133432,-0.6132407,2.1954582,-3.5917246,-1.7516079,-2.4188251,-0.8052913,-2.73692,2.2660701,1.0333351,-1.2212076,-0.13822292,2.8692553,-0.32055444,2.5073104,3.2977586,-3.266283,2.9487822,-1.6440331,-0.013901551,-0.29315183,-2.858453,3.108857,1.6870089,-0.36281514,-1.0540258,0.56832594,-1.8203999,-1.5582428,-1.1797634,-0.33104613,0.13847648,1.1691561,-1.0728039,0.38825688,2.12724,1.4100231,-3.6808584
github/MichaelSel/edoJS,2.4163165,-2.580483,-2.108824,0.48017463,-1.3122746,-3.093456,2.6936347,2.5216892,-0.1806471,-0.49362457,2.3962808,2.9602473,-1.9248831,-0.1578213,0.25102833,-0.6458107,2.3721483,0.7688254,-2.6815715,-1.4150541,-2.1615722,-0.45443687,-0.054611348,-5.86919,-4.043193,0.42484283,1.0792751,-2.8618581,3.7330809,0.8915417,-1.6605995,2.7909086,-1.012801,-1.794846,-2.493886,-0.296405,3.1474307,-1.3659045,2.0685046,-0.8032079,-3.684959,0.9686437,1.5298632,1.7136081,-0.010029547,-0.2402037,-0.31979328,-0.37947357,0.0019353323,-2.3597243
github/atfrank/PyShifts,-1.0518047,0.09065089,2.7819204,1.5848452,-1.9750516,0.15215567,0.8864062,0.28377676,-0.21457331,3.014269,1.7078439,1.9824679,0.30331096,-0.1907163,-3.6548252,-1.6082283,-0.84749395,0.39551395,-3.3816547,-1.2803499,3.0184891,1.4561663,-0.018934539,-0.44491905,-1.4081198,-0.92401433,1.7056079,-0.4728891,0.012384365,0.21941675,0.73784465,2.4807289,0.5569693,-2.958768,2.4165223,-0.2792728,-2.6846452,1.4195728,0.2425338,2.1394174,-2.2710526,2.0585022,0.38098657,-1.3201518,-0.51423806,1.8985821,1.5085988,-1.4791987,1.4707111,-0.32690805
github/UCD4IDS/WaveletsExt.jl,0.058830976,2.9581804,0.7885752,2.6676905,2.3453872,-0.8461809,1.7940418,2.3815567,-5.5513086,-2.7032118,4.4764056,4.789955,-1.8061666,1.8178365,-1.425214,1.3686558,0.52696216,-0.97803134,3.9062,-6.03297,1.9990007,0.2539339,-1.7064205,-5.6110573,-5.3190975,2.1247485,-5.846467,-2.767877,3.5388567,-3.581306,-2.2264245,4.834438,-1.7845687,-0.25610444,5.664815,0.79764575,-0.052166022,2.3786933,4.9516263,4.7884026,0.42164773,-0.8716371,-0.10643794,0.71548545,-4.2065434,1.1616385,6.085636,0.016257618,2.2978394,-0.54958326
github/HajkD/LTRpred,-3.5608323,1.6817331,-0.8911225,3.5301597,2.4875765,4.435963,4.8269105,3.2795253,-1.6359463,4.8693767,-0.80535704,4.1751676,-0.5246905,-0.84790003,5.374017,-3.585134,9.553959,-0.5173243,-0.6434415,2.0508468,3.457049,-0.48469093,4.308704,2.3763292,-2.170802,-3.4465451,-1.540291,-4.565898,0.8234626,-1.0904227,1.1663842,-0.47793996,-3.4969,-4.6354227,-10.828886,-2.6738844,-7.028373,-4.1085205,2.243107,-1.3617053,-0.734886,-0.8089242,-3.9593208,-5.1840425,0.28929392,1.4505227,0.18539973,-2.2900631,4.5084186,-0.078164436
github/flosalbizziae/kataegis,-2.523323,-1.2402959,-2.5636826,1.4753398,0.59369314,-0.2577103,-0.14402248,2.4621377,-2.5583773,3.1817317,3.2021194,3.7208605,-3.6121173,-2.9408827,-1.8673341,-0.91490823,4.6976237,2.5065296,-4.653657,-0.3166797,3.7596052,-3.2067149,1.0927801,2.5810902,0.69207096,-1.752322,-5.294979,-2.5003703,2.3383026,-0.81447196,-1.1097028,-1.1633619,-5.8189583,-6.98625,-3.5865717,-1.0821553,-0.071056135,0.28813562,-2.2618039,-5.680209,2.5367756,0.92155,0.7481396,-6.8975034,-2.1753716,4.293802,4.0004716,-0.13235374,0.23965366,-2.675103
github/timoast/signac,0.15873751,-5.4286103,-4.4937263,2.514936,1.2659096,0.1655277,2.6959152,-0.09164566,0.62254786,3.7830267,1.9624424,1.8288107,-6.838073,-0.781071,2.8619678,1.4294385,4.8555465,4.679157,-3.2210715,4.0288486,3.1169143,-2.0967276,0.9053311,-4.3421006,0.32622173,-0.5874955,-4.451008,-4.352373,-4.9264174,-0.03926478,-1.2690188,0.3646032,-0.46179703,-2.0088077,0.023218641,3.5054448,-6.6177893,2.8739219,-0.18103845,-0.99936926,-0.8488793,4.5867605,3.3527355,-4.68524,-0.18070793,0.08045782,5.7454996,1.7380291,2.7123997,1.9174724
github/symmy596/Polypy,-5.7738223,-3.1375062,-3.727049,5.3925233,-2.3930273,-2.2002623,-4.6933804,-5.679936,-5.166446,1.3668444,0.6972344,-0.69940495,3.6167052,4.2446218,4.2452927,-2.1327336,3.1062899,1.2181462,-2.1480587,-9.559479,1.0809059,-1.2856026,-1.789626,5.3111916,-1.2534592,-4.2244453,1.4919406,2.7049859,-3.6138024,-2.4257681,2.5814016,2.4741156,-4.4411573,0.9946139,3.7496152,5.6984544,-0.9437545,-1.6895566,0.036394883,-6.36977,-5.732082,0.25833234,-2.1781166,-2.7008379,-3.4042885,4.597192,-3.309311,-2.0789385,0.30488887,2.5136027
github/DSIMB/medusa,-1.5702726,-1.7772359,0.98182464,3.104602,1.1610357,1.0054197,0.32858354,1.6453243,2.5140123,3.235839,3.1384437,1.7880386,-0.597906,0.03600321,1.3055567,-1.6789091,0.100272425,-1.052331,1.9913714,-2.275129,0.667808,-0.63419765,-1.7999266,1.5399598,2.5033662,-5.4322295,-3.7808614,-3.3532631,-0.06356203,-1.1356922,-2.025577,0.69678116,-0.7042447,-1.3818928,-1.5916543,-0.80371815,-5.6097417,-4.4540086,1.543233,3.2865531,-0.9482273,1.1378746,-0.8791044,-1.981189,-2.2845023,4.6802726,0.4088082,-1.727781,2.2537227,1.0786548
github/ClaudioZandonella/PRDA,-3.2743175,4.5957193,-8.562728,-10.943269,-5.686716,5.203667,-2.0271778,6.141091,-1.084769,-1.8169867,3.9689012,9.309978,0.6548715,-6.061307,-8.818533,-3.2264895,6.6826525,3.6759298,-5.545664,-2.2719674,-3.2955754,1.5318732,4.5366797,-4.5333223,-2.003432,0.29974276,7.0350246,-1.5503196,-8.912912,-3.3759258,0.804542,0.51723003,-7.4641194,0.73854053,2.6659427,-5.572901,1.0613948,9.904752,-1.4242575,-0.11528959,-2.2440753,-0.40477717,-3.1322055,-1.8092467,-3.3780665,5.9125814,3.996814,6.089895,0.6103215,-0.174715
github/Oftatkofta/cellocity,3.4617326,-0.3898596,-3.2629962,0.29867834,-1.5870662,-2.5674095,-0.8562443,0.53594637,-2.0737512,-0.29312336,3.1322443,1.243477,0.43625686,1.1665609,0.8168306,3.8424642,1.8775972,1.9956644,-1.1513213,-0.21005914,2.4247632,1.5669966,-0.9403362,-4.420174,-2.984287,-0.6136826,0.59665346,0.20533626,2.913447,-4.508266,-0.061985724,0.082644664,-2.4500966,-1.9051664,3.9775283,3.0163238,-1.1314366,-2.7381856,1.9640192,-3.4124894,-6.5063877,-1.1034122,-1.0633214,-3.5303159,-6.62703,1.6776391,-4.219189,-0.6978963,0.6767658,0.031962518
github/arabic-digital-humanities/adhtools,0.45489118,-1.7509342,0.30822182,-2.2962213,2.7597206,-2.6843948,1.6273072,-0.092430755,-0.98495203,2.372655,0.45345488,2.8921726,4.846981,0.8745324,0.09227166,0.32414934,0.19852975,0.9271107,-1.9486886,-0.003919162,-0.7209245,3.902671,-0.76078045,-4.243387,0.79172707,-1.7230666,-0.606779,-1.643551,0.38708174,-0.49692002,-1.7354653,-3.610821,-0.011528777,-2.7923927,1.8669819,1.3179225,0.31023407,-3.473371,-1.2438595,-0.8677995,1.2021685,-0.6439358,0.48673517,-0.4794685,-3.437901,-0.14134817,0.30576557,-2.5278795,0.472075,0.041203596
github/3d-pli/fastpli,2.7782834,-3.5713634,0.8894103,0.042665802,-2.7929966,-3.411232,-0.43153515,-0.5948009,-0.7646847,0.6961414,0.47752094,3.184859,-0.024511473,1.8364962,-1.0751973,-3.698211,2.2047143,-2.033668,-4.9497046,-5.2877593,0.41137716,-0.90010476,-4.954204,-2.5936904,-1.3272682,-2.8109858,0.6112291,0.80186194,1.8901949,-2.32951,-1.8331279,1.6936326,0.98855615,-1.3968925,5.8337903,0.5883223,-0.14983569,-1.0194879,0.28993785,-4.8321195,-2.2731686,1.4708346,-1.6359229,0.68422526,2.8658006,0.6355561,-3.7285495,4.8065457,4.2166157,-4.0053334
github/pangeo-data/climpred,-0.40857127,2.7945194,-3.7956645,0.18927515,0.67079407,5.4386435,-2.3892255,1.2882317,-2.344237,-6.773703,4.728167,-2.1551788,3.0130975,1.7901274,1.6883935,4.225903,-2.9251232,-3.4883542,0.4907906,-5.800668,2.2782805,-1.3258044,-0.9098778,-3.3239257,-4.447779,-0.9380199,0.9292265,-0.07683202,-1.9521824,2.4716516,3.6285124,-4.2874975,0.4793195,2.2528093,0.96626663,7.507669,-1.2892543,0.5935788,0.4116566,4.6096334,-2.1039271,-3.1727417,-6.4695888,4.533304,0.58405954,1.4718007,2.3971932,-4.0490394,1.1650546,1.5832306
github/NLESC-JCER/EigenCuda,-1.1888546,-0.30562165,1.0298169,1.1402229,-1.4823976,1.157148,0.7873518,-1.0751404,-0.3993496,1.1025355,1.5424227,0.13312113,-1.7461284,-0.29240927,-0.47600147,-0.674787,0.8492497,0.07224844,0.46295515,-1.8154321,-1.141303,0.049287666,-1.148195,-2.6665187,2.2591667,-1.2864581,-1.6780521,0.45065397,0.45076796,2.3930209,-1.8641591,1.6313895,-0.77244663,-0.88745755,1.874551,4.001763,-0.15110902,-2.2707372,1.4066722,0.44053456,-0.67603314,2.0079234,-0.9850536,1.1809182,0.46823213,0.21258342,-0.78227633,1.7624295,3.387327,-3.5950317
github/NLESC-JCER/Fortran_Davidson,-1.966251,-1.8517172,-1.407865,3.3228922,2.1032403,0.4549289,-0.4578633,-1.7345029,-1.5885823,1.5306075,3.594675,2.978433,0.3296011,0.25983664,-1.4592507,-1.8747354,4.6378317,0.21900538,-0.49231616,-4.18658,1.3524308,-1.8585039,-2.3491373,-1.5333071,0.89673567,-0.5519166,-3.2510276,2.4449046,1.2729777,0.94480354,0.5500061,1.6529537,-1.7033063,-1.1054883,2.1703587,1.0609168,0.6867902,0.19270708,2.14676,1.0470984,0.8180838,0.8714639,-3.3902626,2.5502062,-4.60297,0.21037927,-2.0234296,1.419302,3.5106585,-0.8305971
github/puregome/notebooks,0.6223724,-1.3524146,-0.2920076,-7.7761884,3.8978133,-3.2207983,0.16807471,3.6430833,-0.8268305,1.6011081,2.8162987,3.5071309,6.4292393,1.526601,-2.5879405,-1.2130903,-3.6164734,0.11201733,-2.375517,-2.8418932,-0.5865841,2.930409,-1.839506,-6.0578794,-2.1058679,-2.1880774,1.6500188,1.2720633,1.9224288,0.8219422,-0.8462322,-5.6288958,0.41925177,-0.84539145,-3.878136,1.0842472,-1.8097626,-1.8239267,0.17460258,-1.489534,-0.26406178,-0.7808715,-4.0580873,1.5996389,-1.0228988,1.6486132,0.31302997,-5.6345463,2.0241408,3.2176852
github/jendelel/PrankWebApp,-3.4893658,-1.369912,2.2661812,1.3679084,1.3515912,-0.8078659,1.3658117,-1.9254133,-2.739882,5.9230547,-0.3374615,0.5882045,1.1798373,0.08697005,-1.6741717,-0.5375809,-1.5203722,-1.0714679,-0.8817334,-1.1968021,0.9548869,-2.1814408,-2.6234345,-0.38580847,1.2870954,-3.1009998,-3.4620528,-0.3382289,3.2630649,0.47086006,-1.1848407,0.59444034,-0.7390994,-1.9326805,-4.1398134,-2.3546877,-3.314445,-0.51838446,0.7604704,1.4602863,-2.8669658,1.1026766,-0.5658578,-1.9437002,0.014118634,1.3166286,1.8655392,0.65793735,2.578441,-0.13033879
