,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
github/martibosch/detectree,-2.5155475,-0.38332784,-0.39739525,0.39035842,2.0890753,0.92439,-0.2927305,-3.0111275,-1.3857633,-0.3553932,-4.535966,0.042226378,-1.8648798,-0.068198144,-2.4885507,1.0553356,1.3880963,3.0034533,-2.9872937,1.2490569,0.6327435,-0.45278004,-1.6070608,-1.5914102,4.0774426,-0.6870306,-0.9121662,-2.2300909,-1.2414876,0.7482903,-4.1603036,2.1051064,-3.6520085,3.8984795,0.07656653,-0.24595651,-1.2287587,-6.3815026,0.14277057,-1.7090503,-1.948448,-1.9939431,-0.79256964,-4.660093,1.2113558,1.7679931,0.44043857,-4.3676805,-1.5713974,-2.8074512
github/reizio/reiz.io,-2.0290284,-0.49454248,-3.7036293,-2.5807593,1.7682682,-1.2861762,2.0061119,4.9942174,-5.710253,-4.6336937,-0.5585533,-2.6324615,4.0937676,-1.3197087,-3.582181,1.2046527,2.2663848,0.089477316,1.2938309,0.27687764,-3.303171,-0.3345584,-1.5313079,1.7712713,-0.7863259,-2.5522525,-1.1191157,-1.1898288,1.6342499,-1.6737638,1.7314259,-2.7085295,-0.16567278,-0.57230186,6.4408827,-2.7901156,0.7833516,-0.95960605,-0.9380002,-4.105881,-4.486403,0.85443246,-2.1793308,-2.2421806,-1.2400548,1.4310201,0.23552471,-0.8131818,-0.7431077,0.9599389
github/adamgayoso/totalVI_reproducibility,-0.058444586,0.08191628,-0.29063255,0.19031052,-0.16621198,0.08736355,-0.35288382,0.19024877,-0.072606966,-0.147812,0.44602707,0.12167711,0.078445286,0.16493349,-0.08242651,0.057361808,-0.13922511,-0.040934637,0.08636007,-0.07993813,-0.13411415,-0.24264297,-0.2447064,-0.17426303,0.026769612,-0.18438023,-0.24423787,-0.3540347,-0.23239103,0.15504539,0.41682667,-0.21422099,0.31989914,0.7303872,-0.08903427,0.8245956,-0.04381666,-0.6107672,-0.11842899,-0.08108228,0.20731798,0.017776273,-0.13460991,-0.5257139,0.19373454,0.02792228,0.2016419,-0.0059338487,-0.056246746,0.069165744
github/PathwayCommons/grounding-search,-1.0633588,3.530622,-2.6740646,-2.0874033,-1.024542,-1.8868401,0.843339,-0.8381008,-4.1293054,-4.281706,0.6507472,-0.8802681,1.4216712,0.68076164,-0.41285792,-2.7051654,4.0619154,0.7220029,3.9378588,1.2942349,-0.11579626,-2.9900744,2.2461557,-1.1089177,0.28062087,-0.04138997,-0.64025646,-0.57043254,-1.3368658,-0.9609255,-0.47641614,-0.50249535,4.283541,6.2135534,6.3645434,-2.6480732,0.21135624,0.7979004,-3.0894837,-0.20608063,-2.7621472,-0.8339422,1.7747078,-3.140797,4.9710155,1.8297642,-0.23141828,-1.2391044,6.739049,2.1066642
github/temken/obscura,0.8984728,3.8851728,-1.4173176,-3.0453277,0.41243884,2.5333579,0.1764709,-0.28050283,-4.0170336,-1.3025525,1.865019,5.299641,3.438006,0.017216235,1.8111972,3.9305155,-0.83592576,-1.3922365,2.6518245,0.7594199,-2.7830327,-0.082382336,-0.83097297,1.1562077,-2.1181595,-1.9592254,-1.2625444,-2.7399378,-1.0031525,0.6060177,-1.2808071,1.767909,-2.2892551,1.4257896,-0.42172325,2.0338418,-1.1745776,-2.3161278,-0.50668824,0.8468143,1.1219412,-1.2059596,0.8926211,0.29520246,-2.3962893,2.1188712,0.025063952,0.15956765,-0.902304,-0.24917334
github/nkallima/sim-universal-construction,-1.2433436,0.270796,4.3379564,0.019998707,-2.4836204,-2.3078172,-0.026808176,1.3008221,-1.6218487,-5.913526,2.895247,0.984105,3.0560026,-1.5283674,-5.946894,0.62627673,-0.23520227,-2.9541366,2.9808316,-2.3048124,-2.3701937,0.79896873,-4.943843,-0.38677055,-2.9163024,0.18846661,4.3735275,-4.5924273,-4.2213264,-2.3387043,0.08607243,-3.4498827,4.7909026,3.1416152,-1.5314053,4.0121284,-1.996297,-3.449709,5.3940606,-2.8759403,3.6610124,0.010751872,5.61669,3.0768042,0.30223015,-1.4908165,-1.0343779,-0.082577445,-0.7149616,-3.7965562
github/OpenDA-Association/OpenDA,1.6191795,0.45495263,-1.2510376,1.0388916,-0.93909526,-0.625127,1.8398645,2.6260421,1.3967569,-1.117331,2.0633461,2.430852,2.3184695,-2.601212,-0.10149373,-0.74103075,1.2484503,1.0942976,-0.46942735,2.3132834,-0.9639664,0.16628614,-1.7007493,-0.18446341,-0.80247706,1.3717811,-1.4559139,-1.4245783,2.0544312,-2.8900685,0.06986367,1.8034824,0.11041829,0.41241136,-0.09350687,1.6398954,-1.0489098,-3.599811,-1.6844949,-0.76299113,0.82548714,-1.7125498,0.8095367,0.65626943,-2.733533,-0.7571055,3.3073814,0.5638667,-0.71920407,2.0083275
github/merenlab/anvio,0.55796546,1.6518136,-6.0192914,-2.4697192,2.055653,-0.80759495,-4.145827,-1.7999322,-3.9514132,-2.1807725,2.168375,-0.7095782,2.2836199,1.8019747,5.6432066,-0.5833508,-2.0530388,-0.8524548,1.7119951,5.0260468,-3.0727663,2.8551042,-0.29432696,-1.6880857,-0.21552108,1.1063387,-2.2615473,-1.3000016,-4.4697204,-7.5858164,3.9114685,-0.015363092,-1.5007172,-0.9131899,-0.6427348,1.2570508,2.6169832,-1.7063286,-0.4045531,-0.62376463,2.2848191,-2.5792003,3.1272612,-2.1766877,-1.7132462,-1.1089046,-3.5876548,0.24877599,0.31448513,8.08727
github/johncwok/CategoricalTimeSeries.jl,-4.156959,-1.7233613,-4.37293,0.19980766,3.0467823,0.36289456,-2.184165,4.543229,1.9758652,-1.1926022,-5.3402534,-1.8868815,-0.34756717,1.4190295,0.761044,-2.3470864,1.7801077,1.3479227,2.9030726,0.8760167,-5.879733,2.7379365,-3.6873562,0.46420893,0.3087024,1.1288302,-2.3432703,-5.414617,-3.9201646,4.0595245,-0.2720322,4.510241,1.228218,1.1104525,-0.68303925,2.746134,1.5966786,-5.75269,3.1720524,0.80007493,-1.7514809,2.2607977,-2.194976,-5.7227907,0.628084,3.225427,-3.12989,-0.07513563,-6.703895,-2.036055
github/dnonatar/Sequoia,0.10101753,0.60027695,-2.5144513,0.31422973,0.72052765,-0.9667866,1.1407886,3.3780112,-1.3248794,-0.03489802,0.16568485,-0.8774729,0.10760347,1.2744036,1.2458206,-2.1118186,-0.6967628,0.7050546,-0.77424085,-0.07780727,0.52001554,-0.8029277,-2.1910837,-0.024466382,1.1251327,-0.621649,-0.9637592,-1.7892329,-0.74903953,-1.5187329,1.5395367,1.3809882,-0.7199318,2.7809703,-0.48106042,-0.8121095,-0.6892441,-0.671792,-0.25250438,1.0450286,1.5288781,-2.0260386,-0.75717306,-2.6499732,-0.3533203,-0.46719065,-0.20477432,-2.3811595,0.95887405,2.2367175
github/JuliaOcean/AIBECS.jl,4.5359674,0.3446096,0.8576934,0.016385367,-2.3576226,-3.5316062,1.4764743,2.0128784,3.0446873,-0.48305508,5.6771603,-6.008311,1.5833492,1.2411083,1.8207754,2.1016448,1.492757,-1.9024293,-1.6529548,-3.0644464,-5.806843,-0.17145954,2.5067222,2.584074,2.3452353,3.1896176,-6.0595756,-0.7519908,-0.18014418,2.3013103,2.9751134,-0.4847433,0.6315247,0.20072606,-0.4806002,0.7113363,-3.122773,-3.276583,-0.71951944,-3.3173652,3.804335,2.1507792,-0.7296952,1.2046984,1.5394512,3.018101,-1.4516654,-5.5706253,1.2138152,-3.2951572
github/thomasdenecker/START-R,-0.26931885,2.0400238,0.0036209254,0.45338663,0.44780156,-0.5705132,1.4195586,2.5287368,-0.9105686,1.0326895,-0.32155174,-0.36368832,-2.351014,-0.6609256,2.4056506,-1.6704947,-1.8535879,-0.48192486,-2.8567083,1.2411014,0.6741243,0.35231122,-4.156506,-2.4328992,0.1927038,-0.2476095,-2.0558522,1.1304426,-4.212344,-2.2187047,-0.3394244,-0.24781516,-0.16841595,3.968234,-0.035055846,1.5845917,-0.91053176,0.5568862,0.7373171,-1.3563236,-1.1410884,-0.098406196,-0.48162544,-2.6238346,0.61177105,-1.622469,-1.4017928,1.2118883,-0.98976487,1.5884242
github/morphometry/papaya2,1.5422097,1.4429927,-0.69214165,-3.9917035,-1.3989253,2.2451987,1.0922573,1.2259352,1.1522086,2.580209,1.4002396,-3.432021,-1.1328543,-0.6407328,0.5040056,-2.6157544,0.5311603,2.2060397,-3.931145,0.749467,0.40759823,-0.68243414,-4.4644933,-1.7921437,1.669789,-1.1706058,-0.112363294,-4.771987,-5.516277,2.303482,-3.1488137,3.7015457,-2.5788782,5.3693023,0.7472009,-0.2114973,-0.7686079,-3.9649398,1.8438699,-1.22925,0.29208985,-0.8530137,2.2747536,-3.3172293,-1.5126786,3.4633226,2.3578625,-1.3377554,-3.03207,-1.4495093
github/gvilitechltd/LibSWIFFT,0.82682717,0.4620449,0.8250571,-4.040019,-0.33879888,0.09940892,-1.0088927,-0.890966,-1.4716874,-7.7869654,0.2527481,-1.0209973,3.7879775,-3.3616953,-5.006533,-2.3548322,0.89040947,-1.7636902,-0.74475074,-5.091528,-0.9657218,0.566011,-5.9416366,1.5344697,1.5877415,2.0403943,4.5035653,-4.3754253,-5.7876377,1.2853827,-1.9833529,-2.805621,2.9533818,2.8949106,-3.212101,2.5618935,-0.8385827,-4.12413,1.6650865,-0.13412984,-1.2906879,-0.6808451,1.8765867,2.0065835,0.9485202,0.7234837,-0.9680215,-0.69776034,1.1375657,-0.06236766
github/OwenWard/ppdiag,2.7747254,-2.7751243,-0.9411622,1.430061,1.0579156,-0.12745455,2.724142,4.455522,1.1787258,1.1301531,2.0646043,1.9204507,-4.9330215,0.7934617,2.8254452,0.33494192,-0.12955166,0.86076987,-3.9696393,-0.31939697,-1.1515973,1.4162381,0.3756211,-0.3822361,-0.8121452,1.2944378,-0.7368757,0.9230284,-0.49951926,2.4464252,1.1208754,0.3571548,0.4462469,0.6576756,-0.96599144,2.0433104,1.6216394,-2.5223968,-1.3837165,-0.067683734,-0.60651815,0.9696982,0.03318626,-2.805058,2.9086027,1.3004342,0.68268925,-1.08544,1.8984787,-0.54080665
github/easystats/performance,2.070261,-1.2573569,-1.3152606,-1.0987782,-2.6698256,2.4084828,-4.0659175,2.6428754,2.771155,0.7316,-0.11045238,4.2191024,-2.676366,3.055021,0.9935627,0.4925457,1.9920553,1.5998069,-2.2535522,-5.104025,-7.118459,-1.5625098,0.8892397,0.05960343,2.1573062,-0.024708228,0.07519346,1.5009269,1.4018911,5.4559665,-0.9470562,-3.4444015,4.983869,-0.21517749,-3.941535,5.7655554,7.337054,-1.0807682,0.55144006,4.2994695,0.13174228,1.2263839,-1.3846139,-1.656714,4.3493767,0.10760107,-2.6703806,-4.969285,0.92624885,-0.7873482
github/easystats/parameters,0.4150784,-1.7893331,-1.6421478,2.2455008,-3.5255096,1.829673,-3.1123176,3.82307,3.8944852,1.3277601,1.9062424,3.6260514,-2.1120484,3.5529835,4.029949,3.585198,0.6584867,3.9684367,0.20298728,-8.449287,-5.9454155,-4.7713137,-0.2955166,-0.09651855,0.8772777,-1.1219189,3.3787131,0.16096015,-2.755687,8.176352,4.1133714,-2.312839,6.736153,-1.9522135,-2.803082,6.8056636,5.533794,0.93486667,-1.7612962,4.9850855,3.7797928,-1.025913,-3.9356036,0.1609113,4.036795,-0.2645325,-2.0084028,-4.5564556,-3.6542017,1.2729851
github/easystats/effectsize,-0.6591168,-4.6384325,0.8109523,-2.2415571,-0.58108526,3.5753722,-1.8562447,3.3727648,2.8769984,0.36321858,1.8193889,2.1637425,-2.8735604,2.4082751,1.7508043,0.78087443,2.1569808,1.3191143,-3.118529,-5.468107,-5.58108,-2.2586405,-1.41226,1.3119564,2.4935808,1.2541733,1.7606868,0.1385818,-0.5039145,7.730457,1.7704686,-4.06115,5.049006,0.6144493,-5.478351,6.8298717,3.91943,1.1210058,0.24937633,4.4643607,-2.182625,-3.0358357,-1.9585222,2.6220684,-0.39275414,-0.5979167,-1.5653129,-2.4642177,-1.4252038,1.4628683
github/easystats/correlation,-0.76760954,-2.092638,-1.3458083,-1.6802244,-2.7149212,1.8556682,-3.6273923,5.244838,1.8287121,1.9039971,1.5239984,5.6305304,-0.960034,3.9686031,2.7829626,-0.95042765,-0.6211125,-0.45719382,-3.3784158,-2.6599889,-5.9392395,-1.9629551,0.30430937,-2.4899838,0.84468377,0.22576723,-1.7985715,1.8619629,0.9952132,4.592148,0.46075353,-3.424789,2.594028,-0.40655315,-3.8368034,4.4919243,2.7348418,1.4068735,0.5341561,5.4398427,-0.7616456,-1.37713,-2.7466464,-1.0054336,0.9383696,0.7328377,-3.3256836,-1.7455345,-0.20847662,2.5318978
github/Parsl/parsl,-0.9771464,1.4119225,-0.8136581,0.25239852,-1.5540686,-0.03297536,-0.67153573,-0.7815083,-3.112615,-1.816122,2.7256393,1.8710425,-0.77734053,0.4335097,-0.018846333,-0.040831573,-0.96382254,0.21836863,-0.67049134,-2.380505,-2.6293256,-0.34591097,-2.5454757,0.81644994,-2.046128,0.5185638,-0.5382145,0.106794015,0.79269934,-2.350578,-0.2630247,-1.6993514,-2.0137186,1.9539548,1.0320834,0.09659028,-0.7436896,-1.8271756,1.0637358,-1.2952834,1.6668752,1.5572286,-0.38234404,-1.3046993,0.66789925,-1.902281,-1.9354557,-1.6594639,0.7919859,-0.8607722
github/babelomics/impuSARS,-0.9701702,-0.48220995,-1.197455,-1.1640856,-1.953337,-3.846694,-0.21571986,-0.31096926,0.08611317,-2.572418,-3.020943,0.6643616,-1.3270912,2.2800179,1.1839294,1.0418398,-3.1340663,2.6204126,-0.4637275,2.532966,5.4269495,-3.6891925,-5.3448734,-3.5067556,1.8137313,4.0520163,1.32665,-1.3892028,-5.0662694,-2.1659088,3.3812165,0.18159229,-1.8408432,1.170368,-3.8287299,-1.4735327,2.6363285,-1.4324563,-0.5744784,-1.9318938,-2.3715286,-5.324811,2.7698164,-0.9047165,-2.1023033,-4.8707695,-2.9447598,-5.805748,0.9299421,8.532473
github/ryokbys/nap,7.3008976,8.231357,-4.236203,-0.47763896,2.5213063,-7.150788,-4.864789,3.224407,-5.0207963,-2.1425147,-1.3474885,3.6578074,-1.1563051,-1.0387436,-0.20627983,6.619761,-0.005936302,0.0073244576,-2.0760767,-3.5055048,-2.8172958,2.5893607,0.17273124,2.8126194,-3.3878446,-1.4076217,-1.20752,-7.4729857,3.689214,-2.8009238,2.2308123,2.96691,-1.3220829,-1.5879278,-5.3985868,1.0603474,-2.3482957,-4.3831587,-1.811675,-0.821762,3.5207891,-2.033346,3.4233696,-1.5967495,-3.1648083,0.30613548,-3.3142946,1.5819919,2.5491855,-0.68035716
github/r-spatial/rgee,0.72021854,-4.4998717,3.7754912,2.006717,-1.9947222,-0.81192684,-0.4583244,0.28478947,-2.5758865,2.5309815,1.1282802,0.5253238,-4.927647,-1.4339367,-0.9578673,1.19306,-2.5337493,0.621079,-1.8741323,0.9317201,1.9845793,-2.1050868,-0.1497834,-1.7779409,2.2833416,-1.6055213,-0.3685191,-2.8205764,-0.044399578,1.9622488,-0.8240042,-0.28343573,1.6038617,0.9478302,2.5441422,1.3717048,-2.620786,2.2804968,3.39081,-0.5203532,-0.21390004,0.13554554,-1.946981,-5.9696126,2.17468,2.5861514,0.29903612,2.278401,-0.73786134,-1.8632624
github/jordanlab/STing,-2.2834122,2.993118,-5.048453,-1.6480818,5.8514414,-4.946706,5.3423595,-0.21154313,-3.745671,-4.232545,-0.0256236,-1.1371472,0.8378737,-1.9902542,-1.8227373,0.6386953,-1.9803275,2.075164,0.5845044,3.8401432,3.8291898,-0.009635462,-1.8260776,-2.6668158,2.095443,-4.1625752,-2.3488557,-0.9921071,-6.8797326,-0.005766502,3.7766395,-0.24439752,1.3714844,0.41898,-4.2194405,1.2591197,-2.9770544,-4.46761,-3.1868339,3.6250591,5.3696146,0.86180186,1.4727541,0.09553245,4.139829,-1.8389683,-3.7134538,-0.9795102,4.615236,8.640971
github/oneilsh/tidytensor,0.48330644,-4.176938,0.58942693,-0.6867736,-1.2850771,2.5557969,-1.8352481,2.2379246,-0.48240033,-0.28140423,-0.79900354,-2.132342,-4.7047253,4.036852,-1.1518611,-0.60362715,0.83860433,0.46843284,-1.8753628,-1.2549444,-0.6054783,-0.65510416,-0.4589251,0.5001557,0.52389574,0.53880084,0.66060317,-4.425136,-0.6692594,2.0520723,-3.0897655,-0.491797,0.34365264,4.269505,-0.53299457,1.1840725,-0.42822796,0.8353269,2.2359524,0.43214828,-0.61051905,-0.21127185,-1.5835322,-1.1148479,-1.6690577,0.16258888,-3.112313,-3.4252155,-0.73744446,1.2091753
github/hiddenSymmetries/simsopt,0.5255552,1.3287475,-2.9165976,-1.8589768,-1.0603688,-1.1568655,3.236318,1.6289836,0.9280692,1.44394,2.1777995,0.34954375,4.763312,-0.2733586,-1.0921273,1.5576973,1.1129123,0.42880988,1.4213057,-1.778434,1.181286,-0.45423046,0.66277874,1.7606933,-2.6153252,2.746512,0.0017670111,-2.8557312,0.06677714,2.6028466,3.0822937,2.4527786,-3.2671196,2.3475964,-1.6536393,1.9646192,-5.8843217,-4.7934036,0.3427476,-0.48294532,1.091516,-3.1168973,2.8339527,-2.744805,-1.1842154,0.9908623,-0.25781804,-0.4498184,-2.6206675,-3.4112544
github/fair-software/fairtally,0.26525238,-0.26813924,-0.37764347,0.07331293,-0.15332408,-0.14110544,-0.43887082,0.78704566,-0.8183995,-0.037776258,0.62204546,0.28412288,0.10776892,0.034034114,-0.55594975,0.2851779,0.01101982,0.54449826,0.16047949,0.9007904,-0.740017,-0.21959747,-0.97531,0.041065015,0.1812061,-0.18717492,-0.18175763,-0.71512294,-0.37135667,0.019123992,0.9575189,-0.1456603,0.43799478,1.186853,-0.48524407,1.2726413,-0.59011436,-0.58408266,-0.5366852,-0.3682839,-0.2806687,-0.48436576,-0.5456989,-0.81279033,0.29280183,-0.25617173,0.028010508,-0.79060245,0.28044534,0.39238754
github/fair-software/howfairis,0.23272131,-1.6069813,-0.46807244,-0.6521859,-1.0513858,-0.40212756,0.08838847,-0.99107224,0.30091482,-1.1852134,1.6165068,2.5428703,1.6331662,0.7256123,-0.8909867,0.5329632,0.4717407,1.7460322,-0.5042488,1.2453005,2.525424,-0.60176265,-0.5400247,0.53953266,1.378882,-2.3830447,1.2438619,0.16119221,2.0696516,1.0293708,0.30138066,0.82032,3.0215132,0.3591579,-2.26496,0.3931977,0.10532241,-0.48863888,-0.7468821,-2.2238503,-0.58418816,0.054111127,-0.912589,-1.0624949,-0.1366509,0.43390742,0.61950743,0.7790104,0.24510321,0.35870916
github/QuantEcon/QuantEcon.py,2.6930547,-1.2403625,-0.73052096,0.37675154,-1.8825145,2.0271714,2.837051,0.23645152,-0.41669023,3.981569,4.131265,1.1112765,4.731249,1.4252118,-2.7425337,0.9783168,-2.252303,4.070444,0.58829373,1.2046694,0.2653573,-0.8174365,-4.961299,1.4656358,-0.37560195,3.5796578,-0.70279336,0.6053671,0.25567034,-2.1066396,0.634519,1.1980262,0.0015507367,-5.716209,-2.1787677,3.6931868,1.1798469,-6.8088756,0.17043349,-1.5497808,-1.0026152,3.7568388,0.6154551,-4.208573,3.60512,2.9254324,2.155703,0.13861749,-0.28625742,-1.8386995
github/spacetx/starfish,-1.9814041,-1.2992277,-0.9966113,-1.0584791,1.0511386,1.692642,-1.1079671,0.6790198,-0.5874404,-1.9340335,-1.1079389,-2.1276374,-0.23461854,1.5181226,-3.7378843,-0.08895528,-0.56512725,2.5039148,-3.3491204,3.25494,6.039153,-3.1519713,0.048867933,-1.1236899,-1.7815843,-1.1777718,-2.1505733,-1.3181545,-0.98495,2.7550347,-0.13483006,-2.3492727,-2.8312209,3.106225,-1.668703,-0.4264365,-1.5341235,-2.0562308,0.68412274,0.5024215,-1.1519575,0.27477115,-2.4840846,0.92377186,-2.8142686,0.6866699,2.7242594,-2.3630893,-4.810936,2.673861
github/bwa-mem2/bwa-mem2,-2.0493329,1.3422238,-1.675943,-1.5343983,-1.2889966,-2.7610686,-2.1742442,-0.8086747,-2.3405728,-4.889277,-0.27348194,-1.9637971,2.0532715,-3.3920448,-6.1644964,-1.1523998,-2.897156,-2.665708,-4.0979958,-0.00562603,1.2512835,-1.3972293,-4.1502213,-0.56802183,0.43504256,2.8464487,3.0742624,-5.1886663,-3.6999583,-0.4521667,-2.4002721,-0.8907464,-0.6884321,0.81985784,-3.2445257,2.319472,-1.1505325,-2.7103448,-0.78227615,-0.95242095,1.9232947,-1.7149962,2.0753226,1.6708957,2.92894,1.5230604,-3.1136312,-2.9876387,1.3448939,2.8333678
github/scipy/scipy,-1.8736742,0.6146064,-2.122694,1.3013749,1.2018158,3.330654,0.4717433,-1.3109282,-1.9601806,0.37109306,3.178336,-0.14841194,3.1061838,1.873045,-2.180871,2.55261,1.8918388,2.1377926,-0.60528463,-0.20162693,-1.6640542,-0.19336215,-2.6643724,1.8336085,0.21098414,2.8893843,0.007684067,-2.4045644,0.9339636,-0.4096985,-1.1601757,0.084432825,-0.56462973,0.29946014,-0.8161285,2.8076286,0.38001177,-0.7922728,-0.88573915,-0.40086767,2.3015797,0.44859615,1.4865595,-1.3798133,2.6462486,1.0007364,0.6253588,-1.1232535,-3.0256827,-0.5851845
github/fair-workflows/NanopubJL,-0.7597105,-0.08349781,-0.43696523,-0.33957532,-0.024614733,0.77773863,0.65649855,0.37944853,-0.38948405,-0.587091,0.51569444,0.008248584,0.42991623,0.6592415,-0.114552364,-0.13028051,-0.29244223,0.03424007,0.38800156,0.8946109,0.4802031,-1.0808967,-0.6935141,0.7569432,1.2325537,0.21603765,-0.41929242,0.56195205,-0.71899474,-1.4946846,1.0237534,0.50556916,-0.6525609,1.734484,1.3659294,0.24462354,0.2195572,-1.0893226,-0.48295277,-0.88417363,-0.6094598,0.97994816,-1.0619727,-2.0202444,0.048843987,0.12212346,0.84242404,-0.14167573,0.45611662,0.8421464
github/fair-workflows/fairworkflows,-2.2208915,1.5030514,-2.353597,-3.1172104,1.2009366,1.4423548,-2.2828333,4.0033107,-2.5853086,-2.821898,2.389572,3.095803,2.0928085,0.8527432,0.45633993,1.1416173,-0.03527792,2.014102,2.8690727,0.6859702,0.7925492,-0.807543,0.2605656,0.21187562,0.5900826,0.5800655,-3.7324936,0.31706753,1.7928109,-1.1110346,-0.10218439,-0.92302746,-2.377771,3.3198645,3.8877113,-0.21777993,-1.2093248,-1.432148,-0.20277779,-1.1550901,-3.4236398,1.9910772,0.78356314,-3.7104208,1.2350357,2.7728848,-1.7799491,0.41682413,0.9939731,-1.5603491
github/fair-workflows/nanopub,-2.934289,2.9666567,-2.992192,-6.0351915,-1.7495283,1.5789196,-0.015875211,2.1100054,-6.534668,-2.4767928,5.5394244,6.5593452,4.8133197,-2.7447305,0.80980676,0.09109109,3.0028405,2.7030978,6.5332355,-1.0149757,0.15577094,0.6213171,2.853348,-4.055963,0.6604944,1.5432518,-2.5415902,-0.39901567,1.5292401,-0.15209702,0.8079066,-1.3033538,-0.38849768,3.764552,8.557347,1.0976961,-3.4965296,2.012137,2.0802658,-4.2450438,-2.2869706,3.7267742,0.39106172,-4.030704,2.40144,4.4434114,-0.4297687,2.9556007,0.100822195,-1.4997864
github/ArgoCanada/argodata,2.5483909,-1.5655848,3.3440204,0.4783973,-1.77776,-3.3158617,-1.0962622,0.568881,-1.974544,4.4561887,0.00028664153,-1.6072968,-1.7317314,1.5635018,3.4770873,2.708929,-0.17870761,0.59443176,-3.2596922,0.34607142,-3.0063174,-0.79567236,-0.056144204,-1.2534251,2.6861851,-0.81501395,-3.5847743,-3.5765212,-0.9204409,-1.0289693,-0.26660517,-1.9517273,1.2626086,-4.1673713,1.6416346,2.1487658,-3.28706,-1.4763596,-2.1454277,-0.2635627,3.3635814,0.9669566,-1.8235549,-2.1942115,2.8988404,0.39406604,-0.9466249,-0.7063577,2.6501136,4.1654363
github/zdelrosario/py_grama,1.1406609,0.21024139,-1.8872336,-3.8354948,1.0004886,2.00281,0.05472131,4.6683993,0.7233984,-3.3576927,-0.8168592,0.7295056,-0.7011807,4.53501,0.77468264,0.42997733,-1.0353228,0.9194253,-1.267231,-1.0781423,-1.4463546,2.6054587,2.3291452,0.3955945,-2.186979,0.14298287,-2.0555134,-1.8598263,2.913739,1.1386162,0.9618935,-1.9247314,0.9220179,-3.158414,-0.3975936,5.4609623,0.32851613,-2.7498088,4.0628204,-1.5772818,2.488911,1.4381404,0.15098599,-6.074869,1.222463,-0.0030830808,-2.494609,-1.664534,-1.2435774,-1.4724656
github/JonasRieger/ldaPrototype,-2.09187,-1.9720626,-0.026593968,1.4658173,0.5399048,-1.1916075,0.5327679,5.5234427,1.0675794,-0.45954135,1.6013709,0.8419041,-2.295727,-1.012565,2.700874,-0.88145965,-0.28166583,1.9401244,-0.22736417,-2.753614,-3.779282,-0.6716533,0.3344523,-1.2671325,-1.8753308,-1.8385501,-1.0767447,-0.050308205,-1.763237,-0.10817634,-3.486654,-0.32890052,5.9175043,2.8333666,-2.642397,0.9140269,0.0029062007,-3.926269,1.1522884,-0.7974376,-2.9919016,0.3336659,2.4488673,-2.4855914,2.9032826,-3.0245795,-4.164249,-3.5157347,-2.1104958,-2.8500638
github/Ramialison-Lab-ARMI/3DCardiomics,0.19049177,0.6986615,1.2288183,-1.1868414,0.719001,0.69984716,0.60896075,1.9170864,0.13018648,1.1803799,1.4849695,0.14250414,-0.2903728,-0.06045816,0.36963478,-2.5099914,-0.028974857,-0.047128305,-0.010744985,1.838649,-0.27916607,-0.86632216,-2.8145568,0.8245236,0.31412533,-0.89518374,1.0322942,-0.966469,-1.8714552,0.15230863,0.60996306,-0.07393746,-0.4206585,1.1314828,1.3979023,-0.7113748,0.27986577,-0.80427414,-0.8439051,-0.45199183,1.2173544,-0.8225813,-1.1386924,-0.7571632,0.49236035,0.08278926,1.7812035,-1.5876652,-0.122055635,0.09656764
github/jameschapman19/cca_zoo,-4.6374097,-3.3522544,-1.5188872,-1.995756,-2.132462,1.5629144,1.7399272,3.4183595,2.3647728,-0.07508064,1.312032,0.37320057,-1.308033,6.2038045,-0.32970592,-2.9879253,1.2092004,3.9526706,-1.7362419,-2.5942075,-1.492409,-2.766579,-3.9793866,1.304281,3.1074686,2.0889568,-0.32383528,-1.7804537,-1.9445363,5.444984,-3.0852022,0.14737973,-2.0396938,1.2634354,-2.686958,-0.40520954,0.36417073,-6.01581,-1.1980069,-0.17563547,-1.0559045,-2.31461,0.20149334,-2.4292352,-0.337122,-1.4093459,2.1345186,-6.4321585,-4.500493,-0.36167613
github/yiwenstat/MCPCA_PopGen,-0.70225036,-1.1084021,-0.346652,-1.7597632,0.37368587,-0.37924302,1.9668679,2.684819,0.8470681,0.39718446,0.71486074,-0.33963147,-2.2825167,1.3250356,2.141747,0.83681595,-2.4129946,1.0031617,-1.5965263,-0.73145056,-0.72902274,0.5980334,-0.4375596,1.5175718,-0.5047573,4.477241,1.1474909,-1.1351686,-2.343594,0.112833835,0.99398685,-0.40223846,0.99213827,0.31360787,-0.8696624,0.7456117,0.7882773,-3.8833978,0.38061154,-0.89928627,-0.67050546,-0.63835156,-1.3699416,0.09557551,1.3001226,-0.03477226,-1.8077042,-1.697834,-0.020171603,2.6111085
